"Medición de la pobreza, Estados Unidos Mexicanos, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indicadores de pobreza, por municipio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clave de entidad,Entidad federativa,Clave de municipio,Municipio,"Población*(leer nota al final del cuadro)",Pobreza,,,,Pobreza extrema,,,,Pobreza moderada,,,,Vulnerables por carencia social,,,Vulnerables por ingreso,,No pobres y no vulnerables,,Rezago educativo,,Carencia por acceso a los servicios de salud,,Carencia por acceso a la seguridad social,,Carencia por calidad y espacios de la vivienda,,Carencia por acceso a los servicios básicos en la vivienda,,Carencia por acceso a la alimentación,,Población con al menos una carencia social,,Población con tres o más carencias sociales,, Población con ingreso inferior a la línea de bienestar,,Población con ingreso inferior a la línea de bienestar mínimo,,Coeficiente de Gini,Razón del ingreso entre la población pobre extrema y la población no pobre y no vulnerable1
,,,,,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,,
26,Sonora,26066,Ures,"7,881",41.5,"3,268",1.9,0.13,3.9,307,3.3,0.02,37.6,"2,961",1.7,0.11,38,"2,995",1.6,5.3,415,15.3,"1,203",19.5,"1,540",20.7,"1,628",64.3,"5,070",5.9,461,11.1,873,18.4,"1,449",79.5,"6,263",15.1,"1,192",46.7,"3,683",13.5,"1,062",0.393,0.14
26,Sonora,26067,Villa Hidalgo,"1,700",33.1,562,1.8,0.1,2.4,40,3.3,0.01,30.7,522,1.7,0.09,39.1,664,1.6,6.3,107,21.6,367,19.9,338,21.8,371,57.2,972,3.7,63,1.4,24,18,306,72.1,"1,226",12.1,206,39.3,669,9.4,159,0.424,0.17
26,Sonora,26068,Villa Pesqueira,"1,375",47.3,650,1.7,0.14,3.3,46,3.5,0.02,43.9,604,1.6,0.12,42.1,579,1.5,2.6,36,8,111,19,261,26.6,365,77.9,"1,071",3.9,53,8.9,123,10.5,144,89.3,"1,228",12.9,177,49.9,686,15.7,215,0.372,0.16
26,Sonora,26069,Yécora,"6,240",78.7,"4,914",2.8,0.37,26.6,"1,659",3.8,0.17,52.2,"3,255",2.3,0.2,17.3,"1,083",2.4,1.7,108,2.2,136,24.6,"1,535",52.6,"3,281",85.1,"5,311",19.8,"1,237",64.1,"3,997",18.4,"1,151",96.1,"5,996",49.4,"3,084",80.5,"5,021",46.6,"2,907",0.41,0.14
26,Sonora,26070,General Plutarco Elías Calles,"13,444",53.3,"7,172",2.9,0.26,16.5,"2,222",3.8,0.11,36.8,"4,950",2.5,0.16,36.1,"4,855",2.5,3.5,465,7.1,952,20.3,"2,731",58.8,"7,903",78.8,"10,594",17.5,"2,354",21.1,"2,840",50,"6,718",89.5,"12,027",46.2,"6,209",56.8,"7,637",27.7,"3,727",0.567,0.07
26,Sonora,26071,Benito Juárez,"17,331",59.6,"10,328",2.7,0.26,18.1,"3,134",3.5,0.1,41.5,"7,194",2.3,0.16,27.1,"4,696",2.1,3.9,680,9.4,"1,627",22.9,"3,973",22,"3,812",60.7,"10,527",21,"3,639",45.6,"7,909",42.5,"7,368",86.7,"15,024",40.7,"7,051",63.5,"11,008",27.3,"4,724",0.434,0.11
26,Sonora,26072,San Ignacio Río Muerto,"13,377",59.4,"7,942",3,0.29,17.2,"2,306",4,0.11,42.1,"5,637",2.6,0.18,29.5,"3,951",2.4,4.1,543,7,940,17.6,"2,352",27.8,"3,717",61.7,"8,255",31.3,"4,192",60.3,"8,063",48.7,"6,510",88.9,"11,894",49,"6,553",63.4,"8,485",24.9,"3,330",0.409,0.13
27,Tabasco,27001,Balancán,"57,179",71.9,"41,129",2.6,0.32,17.9,"10,260",3.8,0.11,54,"30,869",2.3,0.2,27.2,"15,577",2.2,0.3,148,0.6,325,30.2,"17,250",7,"3,992",87.3,"49,905",28.3,"16,158",63.9,"36,566",34.1,"19,507",99.2,"56,706",44.9,"25,676",72.2,"41,277",30.9,"17,688",0.433,0.15
27,Tabasco,27002,Cárdenas,"231,617",65.3,"151,222",2.9,0.31,20.4,"47,207",3.8,0.13,44.9,"104,015",2.5,0.18,21.5,"49,703",2.3,5.3,"12,182",8,"18,510",21.9,"50,758",23.1,"53,495",72.3,"167,398",20.9,"48,521",57.1,"132,312",41.3,"95,612",86.7,"200,925",47.9,"110,839",70.5,"163,404",29.3,"67,795",0.475,0.1
27,Tabasco,27003,Centla,"101,417",69.3,"70,317",3,0.35,25.4,"25,722",3.8,0.16,44,"44,595",2.5,0.19,20.3,"20,634",2.5,3.7,"3,732",6.6,"6,735",18.1,"18,327",28.1,"28,486",78.5,"79,627",30.3,"30,768",68.9,"69,858",36.1,"36,625",89.7,"90,951",55.9,"56,665",73,"74,049",36.1,"36,603",0.463,0.11
27,Tabasco,27004,Centro,"643,551",37.8,"243,206",2.4,0.15,5.3,"33,824",3.6,0.03,32.5,"209,381",2.2,0.12,32,"205,640",1.9,5.7,"36,525",24.6,"158,180",14,"90,072",26,"167,040",57.3,"369,009",16.9,"108,471",8.7,"55,752",28.6,"184,168",69.7,"448,846",23.3,"150,103",43.5,"279,731",10.7,"68,758",0.468,0.1
27,Tabasco,27005,Comalcalco,"196,245",66.1,"129,742",3.1,0.34,18.9,"37,072",3.9,0.12,47.2,"92,671",2.8,0.22,26.6,"52,225",2.6,2.8,"5,514",4.5,"8,764",27,"52,907",41.9,"82,300",83.4,"163,705",26.8,"52,629",55.7,"109,348",40.6,"79,578",92.7,"181,967",57.9,"113,676",68.9,"135,257",26,"50,978",0.447,0.1
27,Tabasco,27006,Cunduacán,"143,232",62.5,"89,548",2.6,0.27,12.7,"18,227",3.6,0.08,49.8,"71,321",2.3,0.19,30.2,"43,191",2.2,2.4,"3,448",4.9,"7,044",22.3,"31,919",31.3,"44,861",80.6,"115,455",12.6,"18,034",50.5,"72,277",30.7,"43,954",92.7,"132,739",41.4,"59,354",64.9,"92,996",22.5,"32,246",0.384,0.14
27,Tabasco,27007,Emiliano Zapata,"25,778",65.9,"16,998",2.6,0.28,12.5,"3,226",3.5,0.07,53.4,"13,772",2.3,0.21,31.5,"8,115",2.2,0.7,186,1.9,478,20.4,"5,247",12.6,"3,254",78.7,"20,295",23.2,"5,975",82.3,"21,210",20.2,"5,214",97.4,"25,114",42.5,"10,957",66.7,"17,184",22.4,"5,773",0.424,0.1
27,Tabasco,27008,Huimanguillo,"163,384",69.9,"114,178",3.1,0.36,23.7,"38,724",4,0.16,46.2,"75,453",2.6,0.2,23.9,"38,994",2.6,2.6,"4,282",3.6,"5,930",26.3,"42,932",31.5,"51,535",81.3,"132,751",25.2,"41,157",73.1,"119,428",39.2,"64,000",93.7,"153,171",56.9,"92,994",72.5,"118,460",34,"55,535",0.466,0.1
27,Tabasco,27009,Jalapa,"40,602",51.3,"20,834",2.5,0.21,9.9,"4,002",3.8,0.06,41.5,"16,832",2.2,0.15,31.5,"12,797",1.9,7.6,"3,105",9.5,"3,867",18,"7,289",15.9,"6,470",74.8,"30,363",22.2,"9,006",32.5,"13,193",26.4,"10,732",82.8,"33,630",31.2,"12,679",59,"23,939",18.7,"7,597",0.382,0.15
27,Tabasco,27010,Jalpa de Méndez,"90,607",58.3,"52,816",2.4,0.23,10.8,"9,758",3.6,0.06,47.5,"43,059",2.1,0.17,27.4,"24,842",2,5.3,"4,781",9,"8,168",18.1,"16,407",29.9,"27,124",74.2,"67,241",16,"14,496",30,"27,163",28.6,"25,874",85.7,"77,658",32.7,"29,621",63.6,"57,597",21.6,"19,531",0.415,0.14
27,Tabasco,27011,Jonuta,"25,734",80.3,"20,653",2.5,0.33,22.2,"5,716",3.6,0.13,58,"14,938",2,0.2,18.7,"4,804",2.1,0.5,123,0.6,154,25.1,"6,458",11.3,"2,898",92.3,"23,740",24.9,"6,411",49,"12,615",35.5,"9,130",98.9,"25,458",41.7,"10,723",80.7,"20,776",45.4,"11,690",0.479,0.11
27,Tabasco,27012,Macuspana,"161,492",68.2,"110,167",2.7,0.3,15.7,"25,425",3.7,0.1,52.5,"84,742",2.4,0.21,28.9,"46,665",2.1,1,"1,542",1.9,"3,118",17.6,"28,410",18.8,"30,417",85.1,"137,431",35.8,"57,880",50.3,"81,166",36.6,"59,066",97.1,"156,831",45.6,"73,666",69.2,"111,709",25.5,"41,154",0.481,0.09
27,Tabasco,27013,Nacajuca,"119,988",54.3,"65,101",2.3,0.21,8.5,"10,225",3.6,0.05,45.7,"54,877",2.1,0.16,26.9,"32,306",2,5.9,"7,057",12.9,"15,523",16.4,"19,737",26.7,"32,025",72.6,"87,064",19.4,"23,241",17.4,"20,879",27.9,"33,498",81.2,"97,408",29.7,"35,654",60.1,"72,158",19.8,"23,766",0.442,0.12
27,Tabasco,27014,Paraíso,"85,321",63.3,"53,987",2.5,0.27,13.9,"11,882",3.6,0.08,49.3,"42,105",2.2,0.18,25.5,"21,787",2.2,4.2,"3,576",7,"5,971",20.2,"17,238",19.1,"16,312",82.2,"70,130",17.8,"15,183",43.4,"37,015",35.2,"29,991",88.8,"75,774",40.8,"34,779",67.5,"57,563",23.9,"20,352",0.445,0.1
27,Tabasco,27015,Tacotalpa,"42,542",71.7,"30,510",2.6,0.3,21.6,"9,197",3.6,0.13,50.1,"21,313",2.1,0.17,20,"8,527",2.2,3,"1,270",5.3,"2,235",22.5,"9,570",16.6,"7,073",86.2,"36,683",24.1,"10,261",40.9,"17,380",36.3,"15,435",91.8,"39,037",42.3,"18,014",74.7,"31,780",39.5,"16,820",0.478,0.1
27,Tabasco,27016,Teapa,"57,703",59,"34,043",2.5,0.25,10.9,"6,306",3.7,0.07,48.1,"27,737",2.3,0.18,30.9,"17,812",2.1,3.7,"2,160",6.4,"3,687",29.9,"17,279",16.8,"9,682",81.9,"47,276",29.4,"16,982",21.3,"12,272",34.8,"20,063",89.9,"51,855",39.1,"22,568",62.7,"36,204",19.2,"11,051",0.404,0.14
27,Tabasco,27017,Tenosique,"59,890",69.7,"41,726",2.4,0.28,14.5,"8,660",3.6,0.09,55.2,"33,066",2.1,0.2,27.5,"16,483",2.1,1.3,753,1.5,928,23.6,"14,114",14.4,"8,596",80.6,"48,294",20.6,"12,337",61.5,"36,850",27.6,"16,516",97.2,"58,209",40.8,"24,412",70.9,"42,479",27.2,"16,290",0.386,0.14
28,Tamaulipas,28001,Abasolo,"12,893",67.4,"8,691",2.4,0.26,16.4,"2,118",3.7,0.1,51,"6,574",1.9,0.16,24.2,"3,121",1.9,3.4,441,5,641,23.2,"2,987",11.3,"1,453",84.2,"10,856",16.8,"2,162",44.2,"5,693",24.8,"3,192",91.6,"11,812",34.1,"4,393",70.8,"9,132",32.8,"4,231",0.411,0.12
28,Tamaulipas,28002,Aldama,"31,446",57.6,"18,117",2.2,0.21,9.7,"3,055",3.6,0.06,47.9,"15,062",1.9,0.16,32.6,"10,244",1.9,2.9,897,7,"2,188",22.4,"7,055",12.6,"3,952",75,"23,588",11.5,"3,625",43.1,"13,547",26.5,"8,335",90.2,"28,361",29.7,"9,348",60.5,"19,014",21.8,"6,854",0.419,0.11
28,Tamaulipas,28003,Altamira,"226,755",47.6,"108,039",2.2,0.17,7.2,"16,356",3.7,0.04,40.4,"91,683",1.9,0.13,23.1,"52,405",1.8,12,"27,233",17.2,"39,078",15,"34,071",30.2,"68,475",57.1,"129,390",12.2,"27,559",15,"33,975",14.7,"33,232",70.8,"160,444",18.4,"41,660",59.7,"135,272",19.3,"43,834",0.408,0.14
28,Tamaulipas,28004,Antiguo Morelos,"10,212",60.4,"6,173",2.4,0.24,11.8,"1,207",3.5,0.07,48.6,"4,966",2.2,0.17,31.9,"3,253",2,2.7,274,5,511,23.9,"2,440",12.7,"1,297",74.7,"7,633",21.6,"2,201",62.6,"6,394",15.5,"1,584",92.3,"9,426",34.4,"3,516",63.1,"6,447",23.8,"2,428",0.39,0.12
28,Tamaulipas,28005,Burgos,"5,146",64.9,"3,337",2.9,0.31,19.7,"1,013",3.8,0.12,45.2,"2,324",2.5,0.19,31.8,"1,637",2.4,0.8,41,2.5,131,32.3,"1,663",39,"2,006",81.9,"4,217",16.1,826,59.4,"3,058",36.9,"1,900",96.7,"4,974",53.8,"2,769",65.7,"3,379",27.6,"1,423",0.368,0.14
28,Tamaulipas,28006,Bustamante,"12,340",84.9,"10,480",2.7,0.38,31.5,"3,882",3.4,0.18,53.5,"6,598",2.3,0.2,14.5,"1,794",2.3,0.1,17,0.4,49,32.3,"3,991",5.8,712,92.2,"11,374",15,"1,852",94.6,"11,670",23.1,"2,849",99.5,"12,274",51.6,"6,368",85.1,"10,497",54.9,"6,778",0.407,0.09
28,Tamaulipas,28007,Camargo,"12,354",44.3,"5,476",2.1,0.16,5.6,689,3.4,0.03,38.7,"4,786",1.9,0.12,36.3,"4,484",1.8,5.6,691,13.8,"1,704",18.7,"2,305",47.4,"5,860",67,"8,276",4.6,573,8.4,"1,036",13.6,"1,680",80.6,"9,959",17.9,"2,207",49.9,"6,166",15.4,"1,900",0.417,0.14
28,Tamaulipas,28008,Casas,"6,366",73.4,"4,675",2.9,0.36,28.6,"1,823",3.6,0.17,44.8,"2,852",2.5,0.18,25.5,"1,624",2.4,0.3,16,0.8,50,29.8,"1,896",16.7,"1,065",90.4,"5,753",22.6,"1,437",89.5,"5,700",27.6,"1,756",99,"6,300",56.9,"3,625",73.7,"4,692",43.1,"2,741",0.442,0.1
28,Tamaulipas,28009,Ciudad Madero,"194,667",26.7,"51,960",2.2,0.1,4.7,"9,104",3.9,0.03,22,"42,856",1.9,0.07,25.5,"49,676",1.7,9.9,"19,324",37.9,"73,707",8.7,"17,028",23.1,"44,961",42.8,"83,353",10.2,"19,864",8.1,"15,843",9.2,"17,864",52.2,"101,636",11.1,"21,530",36.6,"71,284",10.5,"20,423",0.453,0.1
28,Tamaulipas,28010,Cruillas,"2,426",66.1,"1,605",3,0.33,21.5,522,3.8,0.13,44.6,"1,082",2.6,0.19,31.6,768,2.4,0.7,18,1.5,36,25.6,622,22.9,557,83.5,"2,026",21.8,529,74.4,"1,804",43.7,"1,061",97.8,"2,372",55.5,"1,347",66.9,"1,622",28.5,693,0.383,0.16
28,Tamaulipas,28011,Gómez Farías,"11,605",57,"6,614",2.5,0.24,13.4,"1,559",3.4,0.08,43.6,"5,055",2.3,0.16,34.8,"4,043",2,2.5,285,5.7,663,22.8,"2,642",9.4,"1,097",66.2,"7,682",21.8,"2,526",66.6,"7,725",28.1,"3,266",91.8,"10,657",39,"4,526",59.5,"6,899",21.9,"2,545",0.359,0.17
28,Tamaulipas,28012,González,"45,486",65.9,"29,966",2.5,0.27,16.6,"7,570",3.8,0.1,49.2,"22,396",2.1,0.17,24.3,"11,038",2.1,4.1,"1,862",5.8,"2,621",30,"13,627",22.1,"10,051",72.4,"32,939",18.9,"8,584",50.2,"22,841",21.1,"9,580",90.1,"41,004",37.7,"17,157",70,"31,828",30.9,"14,042",0.44,0.11
28,Tamaulipas,28013,Güémez,"21,582",62.3,"13,456",2.7,0.28,14.6,"3,160",3.6,0.09,47.7,"10,296",2.4,0.19,35.4,"7,639",2.3,0.8,165,1.5,323,23.5,"5,077",18.9,"4,069",76.1,"16,432",15.9,"3,434",90.9,"19,614",23.1,"4,995",97.7,"21,094",45.2,"9,762",63.1,"13,621",23.3,"5,028",0.362,0.17
28,Tamaulipas,28014,Guerrero,"4,619",73.3,"3,385",1.3,0.16,1.7,80,3,0.01,71.5,"3,305",1.3,0.16,12.8,593,1.4,7.2,331,6.7,310,17.1,788,9.1,419,74.6,"3,447",0,0,6.6,305,8.8,405,86.1,"3,978",3,136,80.4,"3,716",46.4,"2,145",*,*
28,Tamaulipas,28015,Gustavo Díaz Ordaz,"17,345",49.4,"8,570",2.1,0.17,5.1,891,3.5,0.03,44.3,"7,679",1.9,0.14,32.6,"5,647",1.9,5.9,"1,028",12.1,"2,100",20,"3,462",47.8,"8,294",67.1,"11,631",4.3,741,13.3,"2,302",12.3,"2,126",82,"14,217",19.6,"3,401",55.3,"9,598",16.4,"2,849",0.41,0.14
28,Tamaulipas,28016,Hidalgo,"29,827",65.2,"19,443",2.3,0.25,12,"3,594",3.5,0.07,53.1,"15,849",2.1,0.18,29,"8,646",2.1,2.2,664,3.6,"1,074",22.4,"6,684",22,"6,568",75.5,"22,517",12.4,"3,698",66.2,"19,738",12.7,"3,791",94.2,"28,089",34.1,"10,183",67.4,"20,107",25.9,"7,720",0.38,0.13
28,Tamaulipas,28017,Jaumave,"18,573",68.6,"12,738",2.5,0.28,17,"3,149",3.7,0.1,51.6,"9,589",2.1,0.18,25,"4,640",2,1.5,282,4.9,914,27.2,"5,061",4.4,812,73.3,"13,614",22.9,"4,248",66.1,"12,272",25.1,"4,659",93.6,"17,378",38,"7,052",70.1,"13,019",30.4,"5,643",0.434,0.09
28,Tamaulipas,28018,Jiménez,"8,009",57.1,"4,577",1.9,0.18,6.2,495,3.6,0.04,51,"4,082",1.7,0.14,27.8,"2,223",1.6,4.1,326,11,883,18.2,"1,459",8.4,673,74.1,"5,932",14.7,"1,181",24.2,"1,942",11.8,947,84.9,"6,800",18.3,"1,464",61.2,"4,903",21.1,"1,689",0.416,0.11
28,Tamaulipas,28019,Llera,"20,859",59.4,"12,388",2.4,0.24,13,"2,712",3.7,0.08,46.4,"9,675",2.1,0.16,32.7,"6,813",1.9,2.5,513,5.5,"1,145",28.3,"5,911",11.3,"2,359",71.1,"14,839",17.5,"3,649",54.3,"11,332",23.8,"4,963",92.1,"19,201",33.5,"6,996",61.8,"12,901",24.2,"5,056",0.388,0.14
28,Tamaulipas,28020,Mainero,"4,000",58.6,"2,343",2.4,0.24,10.2,409,3.4,0.06,48.3,"1,934",2.2,0.18,37.1,"1,485",2.1,1.1,45,3.2,127,25.2,"1,008",20.5,820,74.7,"2,986",12.1,485,76.8,"3,074",11.5,462,95.7,"3,828",36.4,"1,454",59.7,"2,388",21.3,852,0.364,0.17
28,Tamaulipas,28021,El Mante,"125,172",38.7,"48,392",1.9,0.12,4.1,"5,179",3.6,0.02,34.5,"43,213",1.7,0.1,33.2,"41,505",1.6,7.9,"9,884",20.3,"25,391",15.1,"18,950",8.1,"10,190",48.5,"60,734",11.5,"14,400",28.5,"35,681",13.3,"16,640",71.8,"89,897",13.8,"17,245",46.6,"58,276",12.8,"16,074",0.444,0.11
28,Tamaulipas,28022,Matamoros,"455,286",37,"168,468",2,0.12,4.6,"20,752",3.6,0.03,32.4,"147,717",1.8,0.1,27.3,"124,112",1.7,11.1,"50,421",24.7,"112,284",13.3,"60,603",24.1,"109,664",45.5,"207,190",8.8,"40,069",13.8,"62,978",14,"63,683",64.3,"292,580",13.9,"63,233",48.1,"218,890",13.2,"60,153",0.419,0.14
28,Tamaulipas,28023,Méndez,"6,074",58.4,"3,548",2.7,0.26,13,790,3.8,0.08,45.4,"2,759",2.3,0.18,37.7,"2,288",2.2,1.2,72,2.7,166,26.2,"1,590",25.9,"1,575",80.8,"4,907",10.6,645,72.9,"4,430",22.1,"1,342",96.1,"5,836",40.7,"2,474",59.6,"3,620",21.8,"1,327",0.386,0.12
28,Tamaulipas,28024,Mier,"3,998",41.3,"1,653",1.7,0.12,1.7,70,3.2,0.01,39.6,"1,583",1.7,0.11,38,"1,518",1.6,5.5,220,15.2,607,14.9,594,33.9,"1,355",66.7,"2,665",1.8,72,7.8,311,7.2,289,79.3,"3,171",9.3,372,46.8,"1,873",10.8,430,0.405,0.13
28,Tamaulipas,28025,Miguel Alemán,"27,873",44,"12,261",1.8,0.13,3.4,950,3.4,0.02,40.6,"11,311",1.7,0.11,34.9,"9,733",1.6,4.7,"1,322",16.3,"4,557",14.2,"3,958",27.7,"7,733",71.1,"19,816",3.7,"1,022",5.6,"1,569",12.4,"3,453",78.9,"21,994",12.1,"3,383",48.7,"13,583",12.9,"3,588",0.425,0.12
28,Tamaulipas,28026,Miquihuana,"5,703",79,"4,505",2.7,0.36,27.2,"1,554",3.5,0.16,51.7,"2,951",2.3,0.2,19.9,"1,138",2.3,0.4,20,0.7,40,30.1,"1,714",6.4,366,89.5,"5,106",19.7,"1,121",93.7,"5,341",23.1,"1,316",98.9,"5,642",50.4,"2,872",79.3,"4,525",46.7,"2,663",0.392,0.14
28,Tamaulipas,28027,Nuevo Laredo,"375,100",37.6,"140,926",1.8,0.12,3.5,"12,990",3.4,0.02,34.1,"127,936",1.7,0.1,27.8,"104,349",1.6,10.5,"39,318",24.1,"90,507",13.1,"48,960",26.7,"100,009",50.6,"189,881",6.5,"24,420",4.7,"17,512",12.3,"46,284",65.4,"245,275",10.1,"38,020",48.1,"180,244",12.8,"47,868",0.413,0.14
28,Tamaulipas,28028,Nuevo Morelos,"4,166",56.7,"2,361",2.2,0.21,10.4,433,3.6,0.06,46.3,"1,927",1.9,0.14,33.4,"1,391",1.7,3.2,134,6.7,280,21.3,889,11.9,498,70.9,"2,952",25.6,"1,065",30.1,"1,253",22.4,933,90,"3,751",26.1,"1,088",59.9,"2,495",24.1,"1,006",0.377,0.16
28,Tamaulipas,28029,Ocampo,"16,015",57.5,"9,203",2.3,0.22,11.1,"1,770",3.7,0.07,46.4,"7,433",2,0.16,31.6,"5,060",2,3.9,631,7,"1,122",23.1,"3,706",21.4,"3,430",66.9,"10,722",18.5,"2,960",49.8,"7,968",17.6,"2,825",89.1,"14,262",31.4,"5,024",61.4,"9,834",24.8,"3,974",0.407,0.14
28,Tamaulipas,28030,Padilla,"14,855",61.8,"9,179",2,0.21,9.4,"1,403",3.5,0.06,52.3,"7,776",1.8,0.15,25.7,"3,823",1.8,4.6,682,7.9,"1,170",18.8,"2,790",18.9,"2,807",70.3,"10,438",12.5,"1,858",36.3,"5,399",14.9,"2,207",87.5,"13,002",23.6,"3,505",66.4,"9,861",29.1,"4,320",0.414,0.14
28,Tamaulipas,28031,Palmillas,"2,588",69.3,"1,794",2.3,0.27,13,337,3.4,0.07,56.3,"1,457",2.1,0.2,27.8,719,2,0.7,18,2.2,57,27.2,704,10.4,268,85.5,"2,212",8,206,68.9,"1,783",19.5,504,97.1,"2,513",34.1,882,70,"1,812",28.2,731,0.356,0.15
28,Tamaulipas,28032,Reynosa,"566,291",33.7,"191,029",2,0.11,3.5,"19,763",3.5,0.02,30.2,"171,266",1.8,0.09,25.4,"143,598",1.7,12.4,"70,097",28.5,"161,567",13.6,"76,800",28.3,"159,990",40.1,"227,166",8,"45,556",7,"39,839",12.2,"69,042",59.1,"334,627",11.7,"66,425",46.1,"261,126",11.3,"63,733",0.409,0.14
28,Tamaulipas,28033,Río Bravo,"127,541",48.1,"61,389",2.3,0.18,8,"10,176",3.7,0.05,40.2,"51,213",2,0.13,24.4,"31,139",1.9,10.6,"13,468",16.9,"21,545",17.7,"22,538",33,"42,130",55,"70,149",10.9,"13,870",19.7,"25,189",17.6,"22,407",72.5,"92,527",21.2,"27,099",58.7,"74,857",19.9,"25,348",0.414,0.14
28,Tamaulipas,28034,San Carlos,"12,725",77.4,"9,843",2.5,0.32,20.3,"2,580",3.6,0.12,57.1,"7,263",2.1,0.2,21.1,"2,681",2.3,0.6,80,1,121,27.9,"3,555",10.8,"1,379",87.4,"11,121",22.8,"2,896",72.2,"9,189",19.3,"2,460",98.4,"12,524",42,"5,344",78,"9,923",44.5,"5,663",0.404,0.1
28,Tamaulipas,28035,San Fernando,"65,008",60.4,"39,286",2.5,0.25,12.3,"8,015",3.5,0.07,48.1,"31,271",2.2,0.18,32.9,"21,369",2,2,"1,293",4.7,"3,060",19.4,"12,637",17.5,"11,349",78.4,"50,960",9.3,"6,065",68.2,"44,329",22.5,"14,615",93.3,"60,655",37.1,"24,145",62.4,"40,578",22.1,"14,377",0.397,0.12
28,Tamaulipas,28036,San Nicolás,"1,775",85.8,"1,524",3,0.43,38.9,691,3.5,0.23,46.9,832,2.5,0.2,14.2,251,2.7,0,0,0,0,25,444,5.6,100,93,"1,652",44.4,787,99.3,"1,762",28,497,100,"1,775",65.3,"1,160",85.8,"1,524",54.8,973,0.357,--
28,Tamaulipas,28037,Soto la Marina,"27,640",64.9,"17,938",2.5,0.27,14.2,"3,931",3.7,0.09,50.7,"14,007",2.2,0.18,27.2,"7,518",2.2,2.8,784,5.1,"1,400",24.1,"6,655",19.4,"5,368",72.1,"19,939",18.2,"5,022",60.2,"16,631",26.6,"7,350",92.1,"25,456",38.1,"10,525",67.7,"18,722",28.1,"7,767",0.416,0.11
28,Tamaulipas,28038,Tampico,"277,430",27.4,"75,881",1.9,0.09,2.9,"8,027",3.4,0.02,24.5,"67,853",1.7,0.07,28,"77,769",1.6,9.6,"26,623",35,"97,158",9.6,"26,517",25.3,"70,156",42.7,"118,472",8.5,"23,536",1.9,"5,319",9.1,"25,311",55.4,"153,649",8.6,"23,898",36.9,"102,504",9.4,"25,971",0.442,0.12
28,Tamaulipas,28039,Tula,"36,322",71.4,"25,935",2.5,0.3,18.9,"6,863",3.5,0.11,52.5,"19,073",2.1,0.19,22.9,"8,328",2.1,1.6,567,4.1,"1,492",30.9,"11,220",8.8,"3,201",71,"25,788",13.1,"4,745",74.2,"26,940",28.4,"10,305",94.3,"34,263",41.6,"15,121",73,"26,502",34.9,"12,691",0.43,0.11
28,Tamaulipas,28040,Valle Hermoso,"74,676",49.9,"37,242",1.9,0.16,4.9,"3,660",3.4,0.03,45,"33,582",1.7,0.13,31.3,"23,381",1.7,6.3,"4,708",12.5,"9,345",16.2,"12,074",23.9,"17,815",65.2,"48,660",9.4,"6,997",20.5,"15,327",13.2,"9,853",81.2,"60,622",14.9,"11,128",56.2,"41,950",17,"12,659",0.413,0.13
28,Tamaulipas,28041,Victoria,"319,841",24.7,"79,009",1.9,0.08,2.7,"8,645",3.4,0.02,22,"70,365",1.7,0.06,34.1,"109,004",1.4,6.1,"19,551",35.1,"112,276",9.9,"31,539",11.8,"37,879",47,"150,228",7.5,"24,114",8.2,"26,231",11.7,"37,349",58.8,"188,014",9.1,"29,028",30.8,"98,560",6.8,"21,695",0.458,0.1
28,Tamaulipas,28042,Villagrán,"9,005",61.8,"5,568",2.5,0.25,11.4,"1,028",3.6,0.07,50.4,"4,540",2.2,0.18,34.6,"3,115",2,1.1,104,2.4,219,27.8,"2,506",24.4,"2,199",75.9,"6,835",11.3,"1,017",71,"6,393",12.2,"1,099",96.4,"8,683",35.3,"3,176",63,"5,672",23.9,"2,150",0.356,0.15
28,Tamaulipas,28043,Xicoténcatl,"26,760",42.5,"11,378",2.2,0.15,6.3,"1,676",3.5,0.04,36.3,"9,701",1.9,0.12,30.8,"8,237",1.8,7.8,"2,079",18.9,"5,066",16.8,"4,488",11.5,"3,083",47.2,"12,628",20.8,"5,578",39.4,"10,540",11.8,"3,161",73.3,"19,615",20.7,"5,537",50.3,"13,457",15.6,"4,178",0.41,0.13
29,Tlaxcala,29001,Amaxac de Guerrero,"11,736",46.5,"5,462",2,0.16,4.4,522,3.5,0.03,42.1,"4,940",1.9,0.13,22.1,"2,594",1.8,10.6,"1,239",20.8,"2,441",9.9,"1,158",30.5,"3,578",57.4,"6,737",8,941,6.6,774,20.7,"2,431",68.6,"8,056",12.9,"1,515",57.1,"6,701",17.2,"2,017",0.412,0.14
