"Medición de la pobreza, Estados Unidos Mexicanos, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indicadores de pobreza, por municipio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clave de entidad,Entidad federativa,Clave de municipio,Municipio,"Población*(leer nota al final del cuadro)",Pobreza,,,,Pobreza extrema,,,,Pobreza moderada,,,,Vulnerables por carencia social,,,Vulnerables por ingreso,,No pobres y no vulnerables,,Rezago educativo,,Carencia por acceso a los servicios de salud,,Carencia por acceso a la seguridad social,,Carencia por calidad y espacios de la vivienda,,Carencia por acceso a los servicios básicos en la vivienda,,Carencia por acceso a la alimentación,,Población con al menos una carencia social,,Población con tres o más carencias sociales,, Población con ingreso inferior a la línea de bienestar,,Población con ingreso inferior a la línea de bienestar mínimo,,Coeficiente de Gini,Razón del ingreso entre la población pobre extrema y la población no pobre y no vulnerable1
,,,,,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,,
13,Hidalgo,13023,Francisco I. Madero,"32,377",55.5,"17,968",2.1,0.19,7.7,"2,495",3.5,0.05,47.8,"15,473",1.9,0.15,28.7,"9,302",1.8,3.6,"1,173",12.2,"3,935",18.1,"5,864",28.8,"9,318",75.2,"24,358",7.1,"2,291",13.1,"4,240",26.3,"8,519",84.2,"27,270",22.5,"7,275",59.1,"19,141",21.5,"6,973",0.428,0.12
13,Hidalgo,13024,Huasca de Ocampo,"15,716",57.5,"9,033",2.4,0.23,12.4,"1,942",3.6,0.07,45.1,"7,090",2.1,0.16,39.5,"6,202",2.1,0.7,105,2.4,376,26.1,"4,095",25.5,"4,006",91.7,"14,409",9.7,"1,525",43.5,"6,840",28.1,"4,413",96.9,"15,235",38.6,"6,065",58.1,"9,137",26.2,"4,110",0.438,0.09
13,Hidalgo,13025,Huautla,"20,820",77.2,"16,066",3.4,0.43,38.4,"7,997",3.9,0.25,38.8,"8,069",2.9,0.19,19.8,"4,119",2.7,0.6,116,2.5,519,31.4,"6,529",24.4,"5,076",78.3,"16,303",40.2,"8,362",92.3,"19,210",48.3,"10,046",97,"20,185",71.6,"14,916",77.7,"16,182",46.9,"9,764",0.469,0.08
13,Hidalgo,13026,Huazalingo,"10,390",84.3,"8,764",2.8,0.39,32.3,"3,354",3.6,0.2,52.1,"5,410",2.2,0.19,14.7,"1,532",2.4,0.3,34,0.6,60,32.4,"3,364",6.8,709,93.6,"9,727",42.5,"4,411",52.7,"5,471",39.6,"4,114",99.1,"10,296",53.4,"5,551",84.7,"8,797",54.2,"5,630",0.387,0.1
13,Hidalgo,13027,Huehuetla,"20,084",86.3,"17,342",3.3,0.47,46.9,"9,418",3.9,0.3,39.5,"7,923",2.5,0.17,12,"2,401",2.6,0.3,63,1.4,278,41.3,"8,289",15,"3,008",92.5,"18,579",26.9,"5,411",82.6,"16,592",55.1,"11,063",98.3,"19,743",70.4,"14,140",86.7,"17,405",60.8,"12,202",0.449,0.09
13,Hidalgo,13028,Huejutla de Reyes,"119,281",66.7,"79,502",2.8,0.31,23.2,"27,688",3.6,0.14,43.4,"51,813",2.4,0.17,22.3,"26,569",2.3,2.7,"3,256",8.3,"9,954",27.5,"32,790",10.9,"12,960",61.8,"73,757",34,"40,543",61.7,"73,609",42.7,"50,883",88.9,"106,071",48.3,"57,554",69.4,"82,757",36.4,"43,371",0.497,0.09
13,Hidalgo,13029,Huichapan,"47,013",57.8,"27,181",2.3,0.22,9.5,"4,471",3.6,0.06,48.3,"22,710",2,0.16,29.7,"13,980",2,4.2,"1,956",8.3,"3,895",24,"11,284",26.2,"12,305",77.2,"36,275",8.8,"4,125",30.5,"14,337",25.4,"11,926",87.6,"41,161",29,"13,616",62,"29,137",22.6,"10,620",0.392,0.13
13,Hidalgo,13030,Ixmiquilpan,"86,555",62.1,"53,760",2.8,0.29,16.6,"14,403",3.6,0.1,45.5,"39,357",2.5,0.19,26.5,"22,902",2.4,2.5,"2,172",8.9,"7,721",21.5,"18,651",36.9,"31,962",81.4,"70,473",11.7,"10,143",48.3,"41,838",36.8,"31,820",88.6,"76,662",47.6,"41,194",64.6,"55,932",25.7,"22,258",0.456,0.1
13,Hidalgo,13031,Jacala de Ledezma,"13,857",62.8,"8,701",2.4,0.25,12.3,"1,702",3.6,0.07,50.5,"6,999",2.1,0.18,31.7,"4,394",2.2,1,140,4.5,622,33.8,"4,679",12.5,"1,730",85.8,"11,886",13,"1,803",49.8,"6,905",26.3,"3,638",94.5,"13,095",38.3,"5,313",63.8,"8,841",24.3,"3,373",0.41,0.1
13,Hidalgo,13032,Jaltocán,"9,140",81.8,"7,473",2.7,0.37,31.6,"2,884",3.5,0.19,50.2,"4,589",2.3,0.19,14.1,"1,291",2.2,1.7,152,2.4,224,34,"3,112",22.2,"2,028",87.9,"8,030",20.3,"1,853",58.7,"5,366",33.2,"3,035",95.9,"8,764",52.7,"4,815",83.4,"7,625",51.2,"4,680",0.436,0.12
13,Hidalgo,13033,Juárez Hidalgo,"2,777",73.3,"2,036",2.9,0.35,26.1,725,3.7,0.16,47.2,"1,311",2.4,0.19,23.2,644,2.5,1,29,2.4,67,33.1,920,59.7,"1,657",87.3,"2,425",11.1,309,53.8,"1,494",26.1,726,96.5,"2,681",54.4,"1,510",74.4,"2,065",41.5,"1,152",0.409,0.13
13,Hidalgo,13034,Lolotla,"9,460",75.8,"7,167",2.8,0.35,27.3,"2,584",3.6,0.16,48.4,"4,582",2.4,0.19,22.6,"2,140",2.4,0.5,44,1.2,109,30.5,"2,883",10.5,992,92.5,"8,753",24.6,"2,325",73.6,"6,965",35,"3,308",98.4,"9,307",54.7,"5,170",76.2,"7,210",43,"4,067",0.394,0.12
13,Hidalgo,13035,Metepec,"14,719",60.8,"8,956",3,0.3,15.2,"2,235",3.8,0.1,45.7,"6,721",2.7,0.21,34.4,"5,064",2.6,1.3,199,3.4,501,32.7,"4,806",75.6,"11,125",86.7,"12,759",11.3,"1,656",37.4,"5,511",30.6,"4,504",95.2,"14,020",56.1,"8,257",62.2,"9,154",22.5,"3,311",0.366,0.15
13,Hidalgo,13036,San Agustín Metzquititlán,"10,592",56.2,"5,952",2.7,0.26,10.4,"1,104",3.8,0.07,45.8,"4,849",2.5,0.19,36.7,"3,882",2.4,1.4,144,5.8,613,26.4,"2,792",74.7,"7,910",82,"8,685",12.9,"1,370",28.9,"3,063",18.2,"1,924",92.8,"9,835",42.2,"4,474",57.6,"6,096",19.1,"2,019",0.401,0.12
13,Hidalgo,13037,Metztitlán,"16,903",76.1,"12,869",2.6,0.32,20.9,"3,526",3.7,0.13,55.3,"9,343",2.1,0.2,18.5,"3,130",2.3,2.1,352,3.3,552,33.9,"5,729",48.6,"8,207",73.7,"12,454",18.5,"3,132",42.8,"7,236",19.7,"3,327",94.6,"15,999",40.7,"6,888",78.2,"13,221",44.3,"7,483",0.438,0.11
13,Hidalgo,13038,Mineral del Chico,"6,964",59.5,"4,145",2.5,0.25,13.4,930,3.8,0.08,46.2,"3,215",2.1,0.16,37.9,"2,642",2.1,0.6,39,2,138,27.9,"1,946",20.4,"1,418",92.8,"6,465",17.5,"1,217",42.6,"2,964",28.1,"1,954",97.5,"6,787",39.7,"2,766",60.1,"4,184",26.2,"1,828",0.398,0.13
13,Hidalgo,13039,Mineral del Monte,"13,513",49.9,"6,739",2.4,0.2,7.4,"1,001",3.5,0.04,42.5,"5,738",2.2,0.16,31.3,"4,234",1.9,6.3,856,12.5,"1,684",15.1,"2,036",23.5,"3,180",65.2,"8,813",17.4,"2,351",33.2,"4,481",27.9,"3,772",81.2,"10,973",29,"3,915",56.2,"7,595",16,"2,164",0.396,0.14
13,Hidalgo,13040,La Misión,"9,269",85.3,"7,903",2.9,0.42,37.4,"3,465",3.6,0.22,47.9,"4,437",2.5,0.2,14.7,"1,362",2.6,0,1,0,3,49.4,"4,579",11.4,"1,059",93.4,"8,655",16.5,"1,527",90.3,"8,370",28.7,"2,664",100,"9,265",63.9,"5,925",85.3,"7,904",55,"5,101",0.38,0.14
13,Hidalgo,13041,Mixquiahuala de Juárez,"41,356",57.3,"23,684",2.3,0.22,9.4,"3,868",3.6,0.06,47.9,"19,816",2,0.16,27.2,"11,268",1.9,5.1,"2,090",10.4,"4,315",20.4,"8,437",32,"13,235",72.4,"29,939",8.3,"3,425",19.8,"8,170",28.9,"11,953",84.5,"34,951",27.1,"11,192",62.3,"25,774",23.1,"9,557",0.426,0.13
13,Hidalgo,13042,Molango de Escamilla,"11,054",64.5,"7,126",2.5,0.27,13.8,"1,526",3.7,0.09,50.7,"5,600",2.2,0.19,28.1,"3,107",2.1,2,217,5.5,603,27.7,"3,059",22.1,"2,442",81.4,"9,000",21.3,"2,358",37.1,"4,099",33.2,"3,665",92.6,"10,233",40.6,"4,487",66.4,"7,343",24.3,"2,691",0.437,0.1
13,Hidalgo,13043,Nicolás Flores,"6,439",78.6,"5,064",2.8,0.37,28.4,"1,827",3.7,0.17,50.3,"3,237",2.3,0.2,20,"1,290",2.5,0.6,37,0.8,48,30,"1,929",26.2,"1,689",88.4,"5,689",18.6,"1,197",69.6,"4,483",39.9,"2,566",98.7,"6,353",56,"3,609",79.2,"5,101",47.2,"3,037",0.403,0.12
13,Hidalgo,13044,Nopala de Villagrán,"15,151",65.6,"9,934",2.5,0.27,17.5,"2,645",3.7,0.11,48.1,"7,289",2.1,0.17,30.3,"4,597",2.1,1.4,210,2.7,410,28.7,"4,348",26.3,"3,992",87.9,"13,323",8.2,"1,238",48.1,"7,288",27.6,"4,188",95.9,"14,531",39.6,"6,000",67,"10,144",34.2,"5,182",0.413,0.15
13,Hidalgo,13045,Omitlán de Juárez,"7,696",62.6,"4,818",2.5,0.26,15.1,"1,160",3.7,0.09,47.5,"3,658",2.1,0.17,33.9,"2,609",2.1,0.9,70,2.6,200,27.8,"2,138",18.3,"1,407",89.9,"6,916",16.9,"1,304",46.1,"3,551",29.2,"2,246",96.5,"7,426",40.2,"3,091",63.5,"4,888",30,"2,312",0.406,0.13
13,Hidalgo,13046,San Felipe Orizatlán,"35,291",81.6,"28,785",3.3,0.45,39.4,"13,921",3.8,0.25,42.1,"14,864",2.8,0.2,15.8,"5,574",3,0.3,117,2.3,815,36.1,"12,736",43.4,"15,333",92.1,"32,486",39.5,"13,941",68.4,"24,151",38.6,"13,619",97.4,"34,359",73.6,"25,968",81.9,"28,902",49.4,"17,418",0.435,0.08
13,Hidalgo,13047,Pacula,"4,661",74.5,"3,470",2.8,0.35,24,"1,121",3.7,0.15,50.4,"2,350",2.4,0.2,24.6,"1,149",2.6,0.2,11,0.7,31,43.4,"2,023",24.7,"1,151",92.3,"4,301",16.8,782,62.3,"2,904",35.5,"1,652",99.1,"4,619",55.3,"2,577",74.7,"3,482",40.9,"1,906",0.394,0.13
13,Hidalgo,13048,Pachuca de Soto,"297,444",32.3,"95,952",2.3,0.12,3.3,"9,716",3.7,0.02,29,"86,236",2.1,0.1,32.2,"95,875",1.9,5.6,"16,745",29.9,"88,872",14.3,"42,585",30.4,"90,384",54.9,"163,247",6.3,"18,700",6.8,"20,220",21.3,"63,315",64.5,"191,827",17.5,"51,983",37.9,"112,696",7.5,"22,342",0.449,0.11
13,Hidalgo,13049,Pisaflores,"17,049",78.3,"13,346",2.9,0.37,30.9,"5,273",3.7,0.19,47.4,"8,073",2.3,0.18,19.9,"3,386",2.4,0.3,52,1.6,264,39.7,"6,762",14.9,"2,533",91.9,"15,663",20.1,"3,430",63.5,"10,830",41,"6,998",98.1,"16,732",56.3,"9,604",78.6,"13,398",48,"8,186",0.429,0.1
13,Hidalgo,13050,Progreso de Obregón,"18,560",52.8,"9,799",2.1,0.18,6.1,"1,137",3.5,0.04,46.7,"8,662",1.9,0.15,30.5,"5,666",1.9,4.9,904,11.8,"2,191",17.6,"3,274",34.6,"6,419",76.2,"14,134",9.8,"1,822",11.8,"2,192",18.1,"3,365",83.3,"15,465",21,"3,892",57.7,"10,703",19.3,"3,586",0.438,0.11
13,Hidalgo,13051,Mineral de la Reforma,"132,540",22.5,"29,873",2.3,0.09,2.4,"3,245",3.7,0.02,20.1,"26,628",2.2,0.07,31,"41,133",1.8,6.7,"8,827",39.8,"52,708",10.3,"13,679",27,"35,726",44.7,"59,230",4.5,"5,993",4.7,"6,293",18.8,"24,917",53.6,"71,005",13.9,"18,377",29.2,"38,699",5.7,"7,610",0.474,0.1
13,Hidalgo,13052,San Agustín Tlaxiaca,"34,779",53.3,"18,532",2.4,0.21,8.9,"3,098",3.5,0.05,44.4,"15,435",2.1,0.16,37.5,"13,059",2,2.6,896,6.6,"2,291",20,"6,949",36.4,"12,658",82.1,"28,544",7.3,"2,536",21.5,"7,477",34,"11,827",90.8,"31,591",31.8,"11,072",55.9,"19,429",18.5,"6,428",0.387,0.15
13,Hidalgo,13053,San Bartolo Tutotepec,"14,900",76.8,"11,448",3.4,0.43,37.8,"5,633",4.1,0.26,39,"5,815",2.7,0.18,18.6,"2,771",2.5,0.9,128,3.7,553,40.8,"6,077",12.2,"1,821",87.7,"13,064",43.5,"6,488",73.2,"10,913",50,"7,452",95.4,"14,219",65.3,"9,726",77.7,"11,576",48.6,"7,240",0.514,0.07
13,Hidalgo,13054,San Salvador,"37,613",56,"21,063",2.3,0.22,9.6,"3,608",3.6,0.06,46.4,"17,456",2.1,0.16,33.1,"12,437",1.9,2.4,887,8.6,"3,226",17.2,"6,481",28.3,"10,647",80.7,"30,336",9.4,"3,545",29.5,"11,107",28.1,"10,563",89.1,"33,500",30.7,"11,548",58.4,"21,950",20.5,"7,692",0.429,0.12
13,Hidalgo,13055,Santiago de Anaya,"14,318",72.8,"10,427",2.2,0.27,15.6,"2,235",3.5,0.09,57.2,"8,191",1.8,0.17,24.6,"3,527",1.9,0.9,132,1.6,232,22.6,"3,233",12.5,"1,792",90.5,"12,964",13.2,"1,895",34.6,"4,961",32.5,"4,654",97.5,"13,954",31.8,"4,553",73.7,"10,558",41.1,"5,883",0.402,0.14
13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero,"41,208",40.9,"16,873",2.6,0.17,5.6,"2,322",3.7,0.03,35.3,"14,551",2.4,0.14,37.7,"15,552",2.1,5,"2,055",16.3,"6,728",21.9,"9,007",39,"16,066",62.8,"25,890",12.4,"5,127",22.6,"9,301",26.6,"10,955",78.7,"32,425",30.4,"12,515",45.9,"18,928",10.8,"4,455",0.406,0.12
13,Hidalgo,13057,Singuilucan,"15,386",68.1,"10,474",2.6,0.29,15.7,"2,420",3.7,0.1,52.3,"8,054",2.2,0.19,28.8,"4,427",2.3,1.2,185,2,300,35.4,"5,451",35.9,"5,522",88.9,"13,675",14.6,"2,241",34.5,"5,312",33.3,"5,118",96.8,"14,901",43.7,"6,717",69.3,"10,659",28.9,"4,445",0.36,0.16
13,Hidalgo,13058,Tasquillo,"18,642",55.6,"10,362",2.9,0.26,13.3,"2,475",3.9,0.09,42.3,"7,887",2.5,0.18,34.3,"6,394",2.4,2.6,485,7.5,"1,400",25.9,"4,826",48.2,"8,982",80.5,"15,015",11.1,"2,073",47.7,"8,886",29.1,"5,428",89.9,"16,756",45.2,"8,425",58.2,"10,847",21,"3,923",0.407,0.12
13,Hidalgo,13059,Tecozautla,"30,849",73,"22,507",2.4,0.29,17.5,"5,408",3.7,0.11,55.4,"17,098",2,0.19,25.1,"7,733",2.1,0.6,171,1.4,438,29.7,"9,170",18.4,"5,688",92.9,"28,671",16.7,"5,139",50.2,"15,501",21,"6,472",98,"30,240",37,"11,406",73.5,"22,678",38.1,"11,747",0.425,0.1
13,Hidalgo,13060,Tenango de Doria,"15,644",79.4,"12,423",2.5,0.33,23.8,"3,716",3.7,0.14,55.7,"8,708",2,0.18,17.4,"2,728",2.1,1.4,214,1.8,278,37.6,"5,886",14.3,"2,230",80.1,"12,530",14.7,"2,303",58.8,"9,201",28.4,"4,440",96.9,"15,152",41,"6,408",80.8,"12,637",50,"7,829",0.428,0.1
13,Hidalgo,13061,Tepeapulco,"56,445",41.7,"23,544",2.1,0.15,4.7,"2,633",3.5,0.03,37,"20,911",1.9,0.12,29.2,"16,456",1.8,8.3,"4,675",20.9,"11,771",16.9,"9,567",24.6,"13,903",59.3,"33,445",6.2,"3,492",11.1,"6,247",20.8,"11,725",70.9,"40,000",17.5,"9,886",50,"28,219",12.7,"7,178",0.427,0.13
13,Hidalgo,13062,Tepehuacán de Guerrero,"27,881",89.5,"24,951",3,0.45,43.5,"12,138",3.8,0.27,46,"12,813",2.3,0.18,9.9,"2,763",2.6,0.4,102,0.2,65,38.5,"10,739",18.9,"5,280",92.4,"25,750",26.2,"7,315",77,"21,458",45.1,"12,567",99.4,"27,715",63.6,"17,731",89.9,"25,053",64,"17,857",0.374,0.18
13,Hidalgo,13063,Tepeji del Río de Ocampo,"98,282",40.5,"39,835",2.4,0.17,5.1,"4,978",3.8,0.03,35.5,"34,856",2.3,0.13,36.1,"35,514",2.1,6.6,"6,492",16.7,"16,442",22.6,"22,247",25.5,"25,032",52.8,"51,896",13.5,"13,238",30.3,"29,813",28.7,"28,204",76.7,"75,348",27.9,"27,395",47.1,"46,326",10.4,"10,224",0.385,0.15
13,Hidalgo,13064,Tepetitlán,"13,284",55,"7,308",2.7,0.24,11.9,"1,584",3.7,0.07,43.1,"5,724",2.4,0.17,37.2,"4,943",2.2,2,262,5.8,771,26.9,"3,570",34,"4,513",79.8,"10,598",10.8,"1,430",37.8,"5,027",39.2,"5,203",92.2,"12,251",41.1,"5,464",57,"7,570",19.6,"2,606",0.366,0.16
13,Hidalgo,13065,Tetepango,"8,173",67.9,"5,550",2.1,0.23,9.8,804,3.6,0.06,58.1,"4,746",1.8,0.18,23.1,"1,889",1.9,3.7,303,5.3,431,24.5,"2,004",25,"2,040",83.2,"6,799",11.3,924,20.9,"1,710",19.1,"1,557",91,"7,439",23.6,"1,929",71.6,"5,853",29.1,"2,380",0.395,0.14
13,Hidalgo,13066,Villa de Tezontepec,"10,433",62.5,"6,522",2.2,0.23,9,936,3.5,0.05,53.5,"5,586",2,0.18,29,"3,027",2,3.3,347,5.1,536,24,"2,500",39,"4,070",85.9,"8,960",14.5,"1,512",8.8,923,24.5,"2,552",91.5,"9,549",28.6,"2,979",65.8,"6,870",22.4,"2,342",0.367,0.16
13,Hidalgo,13067,Tezontepec de Aldama,"48,851",60.7,"29,655",2.5,0.25,12.1,"5,915",3.7,0.07,48.6,"23,740",2.2,0.18,27.9,"13,617",2.2,4.3,"2,107",7.1,"3,471",22.3,"10,892",36.4,"17,805",80.5,"39,327",11.2,"5,490",22.3,"10,908",38.6,"18,843",88.6,"43,272",35.9,"17,537",65,"31,763",25,"12,212",0.411,0.13
13,Hidalgo,13068,Tianguistengo,"13,009",81.9,"10,659",3,0.41,34.6,"4,506",3.7,0.22,47.3,"6,152",2.4,0.19,14.8,"1,924",2.6,0.8,107,2.5,320,39.8,"5,180",39.4,"5,124",65.6,"8,533",21.2,"2,763",81.6,"10,613",35.9,"4,666",96.7,"12,583",59.1,"7,683",82.8,"10,765",53.8,"6,996",0.438,0.11
13,Hidalgo,13069,Tizayuca,"110,486",34.1,"37,663",2.3,0.13,3.7,"4,045",3.5,0.02,30.4,"33,618",2.2,0.11,35,"38,634",1.9,6.9,"7,625",24,"26,563",16.2,"17,855",31.3,"34,618",54.9,"60,693",9.9,"10,956",5.4,"5,915",29.7,"32,835",69.1,"76,297",21.2,"23,464",41,"45,288",8.6,"9,499",0.409,0.14
13,Hidalgo,13070,Tlahuelilpan,"15,562",65.1,"10,129",2.3,0.25,12,"1,869",3.5,0.07,53.1,"8,261",2,0.17,25,"3,893",2,4,623,5.9,917,22.7,"3,531",31.9,"4,963",84.1,"13,084",11.6,"1,804",12,"1,874",34.2,"5,314",90.1,"14,022",29.5,"4,587",69.1,"10,752",28.4,"4,417",0.418,0.12
13,Hidalgo,13071,Tlahuiltepa,"9,960",75.8,"7,545",3,0.38,28.1,"2,799",3.8,0.18,47.7,"4,746",2.5,0.2,21.8,"2,176",2.8,1.6,160,0.8,79,43.3,"4,310",62.1,"6,189",85.2,"8,487",9,892,60.2,"5,995",27.9,"2,781",97.6,"9,721",61.5,"6,121",77.4,"7,705",44.1,"4,389",0.384,0.16
13,Hidalgo,13072,Tlanalapa,"11,157",47.1,"5,258",2.2,0.17,5.1,570,3.7,0.03,42,"4,688",2,0.14,31.5,"3,516",1.9,5.9,656,15.5,"1,727",20.4,"2,276",32.9,"3,669",69.1,"7,709",7.4,824,14,"1,561",21.1,"2,350",78.6,"8,774",21.4,"2,388",53,"5,914",13.7,"1,523",0.402,0.13
13,Hidalgo,13073,Tlanchinol,"30,915",82,"25,349",2.9,0.4,35.8,"11,058",3.7,0.22,46.2,"14,291",2.3,0.18,15,"4,652",2.3,0.7,212,2.3,702,28.4,"8,792",9.3,"2,882",92.3,"28,535",37.2,"11,498",70.7,"21,848",37,"11,434",97,"30,000",59.1,"18,273",82.7,"25,561",52.5,"16,233",0.452,0.09
13,Hidalgo,13074,Tlaxcoapan,"23,062",59.6,"13,748",2.2,0.22,9.7,"2,247",3.5,0.06,49.9,"11,500",2,0.16,23.4,"5,404",1.9,6.2,"1,434",10.7,"2,476",21.4,"4,925",32.6,"7,525",75.3,"17,374",9.8,"2,254",9.4,"2,175",28.4,"6,554",83,"19,152",25.7,"5,925",65.8,"15,182",25.1,"5,794",0.421,0.13
13,Hidalgo,13075,Tolcayuca,"14,956",53.6,"8,017",2.1,0.19,6,891,3.4,0.03,47.6,"7,126",2,0.16,28.6,"4,281",1.9,7.5,"1,125",10.3,"1,533",22.3,"3,338",38.6,"5,775",66.5,"9,946",11.1,"1,662",3.5,518,26.3,"3,934",82.2,"12,298",22.1,"3,312",61.1,"9,142",17.1,"2,562",0.361,0.18
13,Hidalgo,13076,Tula de Allende,"119,271",42.9,"51,151",2.5,0.18,6,"7,214",3.7,0.04,36.8,"43,936",2.3,0.14,30.7,"36,638",2.1,7.1,"8,524",19.2,"22,958",20.3,"24,193",31.7,"37,866",57.4,"68,452",8.9,"10,622",27.5,"32,769",23.9,"28,542",73.6,"87,789",28.1,"33,469",50,"59,675",11.9,"14,217",0.401,0.13
13,Hidalgo,13077,Tulancingo de Bravo,"128,999",56.4,"72,804",2.6,0.24,11.6,"14,946",3.7,0.07,44.9,"57,858",2.3,0.17,26.2,"33,742",2.2,5.1,"6,529",12.3,"15,924",21.9,"28,228",54,"69,647",75.1,"96,832",10.5,"13,580",15.9,"20,511",26.4,"34,095",82.6,"106,546",34,"43,867",61.5,"79,333",21.3,"27,539",0.418,0.13
13,Hidalgo,13078,Xochiatipan,"17,456",89.8,"15,675",3.4,0.51,54.5,"9,511",3.8,0.34,35.3,"6,165",2.8,0.17,9.4,"1,646",2.9,0.1,15,0.7,120,37.5,"6,539",11.1,"1,943",92.5,"16,147",34.4,"6,010",97.8,"17,075",58.3,"10,175",99.2,"17,321",78,"13,610",89.9,"15,690",66.3,"11,580",0.407,0.1
13,Hidalgo,13079,Xochicoatlán,"6,587",77.1,"5,080",3.5,0.45,37.7,"2,482",4,0.25,39.4,"2,598",3.1,0.2,20.6,"1,357",3.1,0.6,42,1.6,108,35.2,"2,319",76.4,"5,031",85.3,"5,620",33.3,"2,193",72.3,"4,760",34.5,"2,275",97.7,"6,437",77,"5,071",77.8,"5,122",45.2,"2,978",0.426,0.07
13,Hidalgo,13080,Yahualica,"19,304",90.8,"17,525",3.2,0.48,48.1,"9,280",3.8,0.31,42.7,"8,245",2.5,0.18,8.6,"1,665",2.8,0.1,21,0.5,93,39.2,"7,562",28,"5,411",94,"18,147",26.5,"5,110",78.6,"15,170",47.8,"9,226",99.4,"19,190",69.5,"13,415",90.9,"17,546",66.8,"12,904",0.396,0.1
13,Hidalgo,13081,Zacualtipán de Ángeles,"31,476",62.7,"19,741",3,0.32,14.4,"4,547",4.1,0.1,48.3,"15,194",2.7,0.22,28.9,"9,096",2.6,2.8,878,5.6,"1,761",27.8,"8,765",79.6,"25,047",82,"25,818",20,"6,285",34.6,"10,890",22.2,"6,976",91.6,"28,837",50,"15,733",65.5,"20,619",21.9,"6,899",0.385,0.12
13,Hidalgo,13082,Zapotlán de Juárez,"16,419",61.4,"10,085",2.1,0.22,7.5,"1,232",3.5,0.04,53.9,"8,853",1.9,0.17,25.3,"4,149",1.8,4.9,810,8.4,"1,375",19.9,"3,268",34.8,"5,712",79.5,"13,050",8.1,"1,327",12.7,"2,091",22.7,"3,722",86.7,"14,235",23.8,"3,915",66.4,"10,895",19.8,"3,253",0.355,0.16
13,Hidalgo,13083,Zempoala,"40,653",51.1,"20,793",2.3,0.2,8.2,"3,337",3.5,0.05,42.9,"17,457",2.1,0.15,32.8,"13,323",2,5.1,"2,093",10.9,"4,443",20.1,"8,180",37.4,"15,190",74.9,"30,435",8.6,"3,484",17.4,"7,077",27,"10,995",83.9,"34,116",29,"11,771",56.3,"22,887",17.3,"7,018",0.388,0.13
13,Hidalgo,13084,Zimapán,"40,364",60.2,"24,313",2.5,0.25,12.4,"5,010",3.5,0.07,47.8,"19,303",2.2,0.18,34,"13,736",2.1,1.8,729,3.9,"1,585",25.6,"10,351",31.2,"12,582",81.6,"32,927",8,"3,222",50.9,"20,552",24.2,"9,780",94.3,"38,049",39.2,"15,839",62,"25,043",22.8,"9,209",0.393,0.12
14,Jalisco,14001,Acatic,"24,177",61.7,"14,914",2.2,0.23,10.4,"2,519",3.5,0.06,51.3,"12,395",2,0.17,28.9,"6,985",2.2,4.6,"1,119",4.8,"1,159",33.2,"8,036",33.7,"8,141",70.3,"16,986",4.7,"1,135",36.4,"8,798",23.1,"5,590",90.6,"21,899",31.3,"7,564",66.3,"16,033",29.5,"7,121",0.383,0.15
14,Jalisco,14002,Acatlán de Juárez,"21,115",28.3,"5,967",2.1,0.1,2.2,460,3.6,0.01,26.1,"5,507",2,0.09,36.7,"7,753",1.8,7.2,"1,518",27.8,"5,877",21.4,"4,510",28.8,"6,086",44.8,"9,461",4.9,"1,025",4.2,885,20.8,"4,390",65,"13,720",14.8,"3,116",35.4,"7,485",7.9,"1,672",0.4,0.13
14,Jalisco,14003,Ahualulco de Mercado,"19,515",47.8,"9,320",1.8,0.15,3.8,737,3.4,0.02,44,"8,583",1.7,0.12,24,"4,688",1.6,12.1,"2,361",16.1,"3,145",19.5,"3,804",24.3,"4,745",55.8,"10,897",4.3,833,5.2,"1,018",17,"3,319",71.8,"14,008",10,"1,947",59.9,"11,681",24.9,"4,866",0.413,0.14
14,Jalisco,14004,Amacueca,"6,502",59.3,"3,859",2,0.2,5.5,358,3.4,0.03,53.8,"3,501",1.8,0.16,32.4,"2,106",1.9,1.9,121,6.4,416,23.5,"1,528",34.1,"2,219",82.2,"5,342",6,390,5.5,361,27.2,"1,769",91.7,"5,965",18.3,"1,191",61.2,"3,979",25.7,"1,673",0.395,0.14
14,Jalisco,14005,Amatitán,"14,590",46.1,"6,732",2,0.15,3.2,472,3.5,0.02,42.9,"6,261",1.9,0.13,30.8,"4,492",1.9,8.3,"1,217",14.7,"2,149",20.8,"3,036",31,"4,528",56.8,"8,283",5.4,785,6.5,951,30.8,"4,496",76.9,"11,224",16.6,"2,424",54.5,"7,949",16.6,"2,415",0.387,0.15
