,,UNIDADES DE PRODUCCIÓN RURALES CON SUPERFICIE AGRÍCOLA,,,,LM368_01,,,,,,
,,"POR ENTIDAD, MUNICIPIO Y GRUPO DE SUPERFICIE TOTAL",,,,,,,,,,
,,,,,,,,,,,,
,,"ENTIDAD,  MUNICIPIO Y GRUPO DE SUPERFICIE TOTAL",,,UNIDADES DE PRODUCCIÓN,SUPERFICIE AGRÍCOLA                                      (HA),,,,,,
,,,,,,,,,,,,
Ent,Mun,,,,,,,,,,,
,,,,,,,,,,,,
,,ESTADOS UNIDOS MEXICANOS,,,3 794 025,30 537 701.74,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  209, 1 875.15,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  15,  455.50,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  15, 1 012.60,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  24, 4 591.54,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  3,  375.00,,,,,,
05,,,,MAS DE 2500 HA.,  12, 4 333.40,,,,,,
05,008,,ESCOBEDO,,  367, 7 228.21,,,,,,
05,,,,HASTA    2 HA.,  15,  20.74,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  68,  270.06,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  215, 2 115.53,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  26,  597.82,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  14,  672.19,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  16,  968.75,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  3,  149.04,,,,,,
05,,,,MAS DE 2500 HA.,  10, 2 434.07,,,,,,
05,009,,FRANCISCO I. MADERO,, 3 679, 17 862.99,,,,,,
05,,,,HASTA    2 HA.,  79,  112.79,,,,,,
05,,,,MAS DE    2 HASTA    5 HA., 2 785, 6 841.34,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  670, 2 598.87,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  50, 1 040.91,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  61, 3 232.76,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  31, 3 805.32,,,,,,
05,,,,MAS DE 2500 HA.,  3,  231.00,,,,,,
05,010,,FRONTERA,,  612, 5 959.91,,,,,,
05,,,,HASTA    2 HA.,  74,  104.55,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  128,  453.94,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  353, 3 353.67,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  22,  413.36,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  11,  310.81,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  19,  961.29,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  262.14,,,,,,
05,,,,MAS DE 2500 HA.,*,  100.17,,,,,,
05,011,,GENERAL CEPEDA,, 2 066, 15 614.85,,,,,,
05,,,,HASTA    2 HA.,  240,  401.69,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  867, 3 308.09,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  847, 6 693.05,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  30,  765.72,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  25, 1 061.42,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  52, 3 299.78,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  69.09,,,,,,
05,,,,MAS DE 2500 HA.,*,  16.00,,,,,,
05,012,,GUERRERO,,  269, 10 262.74,,,,,,
05,,,,HASTA    2 HA.,  29,  37.75,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  55,  165.76,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  71,  630.26,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  15,  194.51,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  20,  461.57,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  51, 2 705.52,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  14, 2 321.00,,,,,,
05,,,,MAS DE 2500 HA.,  14, 3 746.38,,,,,,
05,013,,HIDALGO,,  190, 4 525.04,,,,,,
05,,,,HASTA    2 HA.,  62,  121.13,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  15,  35.04,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  78,  393.37,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  6,  20.00,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  3,  64.00,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  13, 1 055.00,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  8,  937.50,,,,,,
05,,,,MAS DE 2500 HA.,  5, 1 899.00,,,,,,
05,014,,JIMENEZ,, 1 299, 11 884.93,,,,,,
05,,,,HASTA    2 HA.,  25,  48.50,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  291, 1 188.38,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  865, 6 830.63,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  48, 1 023.53,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  48, 1 156.31,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  16,  852.56,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  515.00,,,,,,
05,,,,MAS DE 2500 HA.,*,  270.01,,,,,,
05,015,,JUAREZ,,  280, 11 067.29,,,,,,
05,,,,HASTA    2 HA.,  8,  13.50,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  26,  79.07,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  126,  860.90,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  60,  804.21,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  20,  512.53,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  22,  658.07,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  5,  475.00,,,,,,
05,,,,MAS DE 2500 HA.,  13, 7 664.00,,,,,,
05,016,,LAMADRID,,  153, 4 955.22,,,,,,
05,,,,HASTA    2 HA.,  23,  37.81,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  47,  171.19,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  51,  408.90,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  8,  207.17,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  9,  416.34,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  9,  973.80,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  25.00,,,,,,
05,,,,MAS DE 2500 HA.,*, 2 715.00,,,,,,
05,017,,MATAMOROS,, 4 706, 38 002.64,,,,,,
05,,,,HASTA    2 HA.,  424,  552.68,,,,,,
05,,,,MAS DE    2 HASTA    5 HA., 2 960, 11 502.66,,,,,,
05,,,,MAS DE    5 HASTA   20 HA., 1 111, 7 203.91,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  63, 2 032.32,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  77, 5 956.86,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  71, 10 754.20,,,,,,
05,018,,MONCLOVA,,  490, 10 698.28,,,,,,
05,,,,HASTA    2 HA.,  30,  38.28,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  80,  280.94,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  200, 1 710.62,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  133, 1 519.73,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  12,  395.17,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  18, 1 007.26,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  8, 4 611.28,,,,,,
05,,,,MAS DE 2500 HA.,  9, 1 135.00,,,,,,
05,019,,MORELOS,,  196, 4 315.24,,,,,,
05,,,,HASTA    2 HA.,  9,  13.02,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  19,  64.54,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  99,  928.29,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  20,  338.00,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  24,  958.64,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  22, 1 948.75,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  3,  64.00,,,,,,
05,020,,MUZQUIZ,, 1 141, 20 028.05,,,,,,
05,,,,HASTA    2 HA.,  112,  152.50,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  121,  413.78,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  737, 5 003.22,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  48,  943.15,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  28, 1 179.88,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  61, 5 525.39,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  12,  442.00,,,,,,
05,,,,MAS DE 2500 HA.,  22, 6 368.13,,,,,,
05,021,,NADADORES,,  559, 5 185.20,,,,,,
05,,,,HASTA    2 HA.,  69,  98.65,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  169,  630.47,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  268, 2 134.91,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  28,  742.03,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,*,  402.12,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  12, 1 169.03,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  6.00,,,,,,
05,,,,MAS DE 2500 HA.,*,  2.00,,,,,,
05,022,,NAVA,,  419, 22 639.72,,,,,,
05,,,,HASTA    2 HA.,  46,  69.75,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  70,  240.69,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  111,  897.14,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  29,  708.60,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  35, 1 653.00,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  119, 8 185.20,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  5,  732.00,,,,,,
05,,,,MAS DE 2500 HA.,  4, 10 153.33,,,,,,
05,023,,OCAMPO,, 1 496, 4 064.28,,,,,,
05,,,,HASTA    2 HA., 1 038, 1 318.67,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  325, 1 184.61,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  101,  801.57,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,*,  70.00,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  7,  147.87,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,*,  30.00,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  6,  19.50,,,,,,
05,,,,MAS DE 2500 HA.,  14,  492.05,,,,,,
05,024,,PARRAS,, 2 853, 32 087.98,,,,,,
05,,,,HASTA    2 HA., 1 151, 1 712.30,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  978, 3 373.47,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  597, 5 116.01,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  44, 1 199.97,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  28, 1 620.76,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  40, 5 252.02,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  8,  992.46,,,,,,
05,,,,MAS DE 2500 HA.,  7, 12 821.00,,,,,,
05,025,,PIEDRAS NEGRAS,,  463, 3 370.64,,,,,,
05,,,,HASTA    2 HA.,  39,  55.42,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  272, 1 080.08,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  105,  862.39,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  13,  269.25,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  12,  307.50,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  11,  334.00,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  6,  200.01,,,,,,
05,,,,MAS DE 2500 HA.,  5,  262.00,,,,,,
05,026,,PROGRESO,,  343, 13 246.42,,,,,,
05,,,,HASTA    2 HA.,  24,  34.01,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  45,  167.85,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  164, 1 032.18,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  18,  286.53,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  16,  390.68,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  47, 1 849.11,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  14, 1 764.05,,,,,,
05,,,,MAS DE 2500 HA.,  15, 7 722.00,,,,,,
05,027,,RAMOS ARIZPE,, 2 046, 20 832.89,,,,,,
05,,,,HASTA    2 HA.,  470,  757.29,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  699, 2 574.81,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  621, 5 003.09,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  83, 1 747.25,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  49, 1 800.51,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  106, 6 706.44,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  11, 1 564.51,,,,,,
05,,,,MAS DE 2500 HA.,  7,  679.00,,,,,,
05,028,,SABINAS,,  717, 16 918.30,,,,,,
05,,,,HASTA    2 HA.,  62,  79.80,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  115,  401.05,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  467, 3 591.19,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  23,  445.69,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  10,  346.00,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  23, 3 888.05,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  14, 4 055.82,,,,,,
05,,,,MAS DE 2500 HA.,  3, 4 110.70,,,,,,
05,029,,SACRAMENTO,,  222, 1 719.47,,,,,,
05,,,,HASTA    2 HA.,  26,  39.99,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  95,  300.48,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  75,  573.96,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  13,  350.28,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  6,  266.05,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  4,  135.50,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  30.00,,,,,,
05,,,,MAS DE 2500 HA.,*,  23.21,,,,,,
05,030,,SALTILLO,, 4 802, 38 455.14,,,,,,
05,,,,HASTA    2 HA.,  924, 1 568.65,,,,,,
05,,,,MAS DE    2 HASTA    5 HA., 1 469, 5 563.79,,,,,,
05,,,,MAS DE    5 HASTA   20 HA., 2 082, 17 177.58,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  126, 2 639.25,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  77, 3 488.46,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  110, 6 534.91,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  7,  936.00,,,,,,
05,,,,MAS DE 2500 HA.,  7,  546.50,,,,,,
05,031,,SAN BUENAVENTURA,,  682, 10 346.18,,,,,,
05,,,,HASTA    2 HA.,  43,  76.02,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  124,  465.03,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  398, 3 919.37,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  45, 1 259.57,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  12,  578.50,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  23, 2 814.81,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  15,  941.31,,,,,,
05,,,,MAS DE 2500 HA.,  22,  291.58,,,,,,
05,032,,SAN JUAN DE SABINAS,,  495, 4 488.26,,,,,,
05,,,,HASTA    2 HA.,  10,  11.50,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  110,  432.01,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  333, 2 154.91,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  9,  154.00,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  10,  402.00,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  19, 1 060.84,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  233.00,,,,,,
05,,,,MAS DE 2500 HA.,*,  40.00,,,,,,
05,033,,SAN PEDRO,, 8 268, 31 740.72,,,,,,
05,,,,HASTA    2 HA.,  474,  781.55,,,,,,
05,,,,MAS DE    2 HASTA    5 HA., 5 820, 14 738.02,,,,,,
05,,,,MAS DE    5 HASTA   20 HA., 1 723, 6 435.57,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  118, 2 423.64,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  79, 3 116.87,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  50, 3 909.07,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  20.00,,,,,,
05,,,,MAS DE 2500 HA.,*,  316.00,,,,,,
05,034,,SIERRA MOJADA,,  524, 6 922.47,,,,,,
05,,,,HASTA    2 HA.,  322,  419.33,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  135,  435.43,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  24,  162.15,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,*,  4.00,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  15,  61.02,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  19.04,,,,,,
05,,,,MAS DE 2500 HA.,  20, 5 821.52,,,,,,
05,035,,TORREON,, 2 527, 15 599.37,,,,,,
05,,,,HASTA    2 HA.,  294,  398.68,,,,,,
05,,,,MAS DE    2 HASTA    5 HA., 1 942, 7 377.78,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  194, 1 566.95,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  48, 1 744.99,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  33, 2 185.77,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,*, 2 159.69,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*,  155.50,,,,,,
05,,,,MAS DE 2500 HA.,*,  10.00,,,,,,
05,036,,VIESCA,, 1 969, 18 993.30,,,,,,
05,,,,HASTA    2 HA.,  516,  595.45,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  683, 2 451.53,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  648, 5 152.33,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,*,  909.70,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  48, 1 874.54,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  46, 6 889.75,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,*, 1 120.00,,,,,,
05,037,,VILLA UNION,,  468, 8 764.66,,,,,,
05,,,,HASTA    2 HA.,  52,  81.55,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  125,  477.43,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  189, 1 914.40,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  32,  658.49,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  12,  800.00,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  35, 3 115.82,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  14, 1 458.39,,,,,,
05,,,,MAS DE 2500 HA.,  9,  258.58,,,,,,
05,038,,ZARAGOZA,,  483, 17 001.48,,,,,,
05,,,,HASTA    2 HA.,  8,  15.00,,,,,,
05,,,,MAS DE    2 HASTA    5 HA.,  70,  262.62,,,,,,
05,,,,MAS DE    5 HASTA   20 HA.,  186, 1 994.47,,,,,,
05,,,,MAS DE   20 HASTA   50 HA.,  76, 1 635.55,,,,,,
05,,,,MAS DE   50 HASTA  100 HA.,  48, 2 100.22,,,,,,
05,,,,MAS DE  100 HASTA 1000 HA.,  70, 3 416.55,,,,,,
05,,,,MAS DE 1000 HASTA 2500 HA.,  8,  526.57,,,,,,
05,,,,MAS DE 2500 HA.,  17, 7 050.50,,,,,,
06,,COLIMA,,, 13 381, 216 021.49,,,,,,
06,,,,HASTA    2 HA., 1 059, 1 368.01,,,,,,
06,,,,MAS DE    2 HASTA    5 HA., 1 628, 5 812.20,,,,,,
06,,,,MAS DE    5 HASTA   20 HA., 7 801, 83 352.87,,,,,,
06,,,,MAS DE   20 HASTA   50 HA., 2 006, 51 876.74,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  556, 28 863.57,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,  327, 43 693.10,,,,,,
06,,,,MAS DE 1000 HASTA 2500 HA.,  4, 1 055.00,,,,,,
06,001,,ARMERIA,, 1 467, 15 003.11,,,,,,
06,,,,HASTA    2 HA.,  161,  203.82,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  216,  862.22,,,,,,
06,,,,MAS DE    5 HASTA   20 HA., 1 002, 9 343.19,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  63, 1 894.40,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  17, 1 238.07,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,  8, 1 461.41,,,,,,
06,002,,COLIMA,, 1 548, 27 202.68,,,,,,
06,,,,HASTA    2 HA.,  63,  75.46,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  139,  524.31,,,,,,
06,,,,MAS DE    5 HASTA   20 HA.,  999, 11 269.21,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  181, 4 613.74,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  84, 3 667.76,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,  82, 7 052.21,,,,,,
06,003,,COMALA,, 1 273, 14 588.04,,,,,,
06,,,,HASTA    2 HA.,  233,  296.43,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  236,  732.34,,,,,,
06,,,,MAS DE    5 HASTA   20 HA.,  646, 6 454.16,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  102, 2 531.80,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  34, 1 782.32,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,*, 2 321.00,,,,,,
06,,,,MAS DE 1000 HASTA 2500 HA.,*,  470.00,,,,,,
06,004,,COQUIMATLAN,, 1 202, 17 412.42,,,,,,
06,,,,HASTA    2 HA.,  118,  173.56,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  251,  931.84,,,,,,
06,,,,MAS DE    5 HASTA   20 HA.,  720, 7 626.63,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  71, 2 198.67,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  27, 1 759.23,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,  15, 4 722.50,,,,,,
06,005,,CUAUHTEMOC,, 1 645, 21 847.83,,,,,,
06,,,,HASTA    2 HA.,  118,  123.96,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  105,  362.71,,,,,,
06,,,,MAS DE    5 HASTA   20 HA., 1 233, 13 468.02,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  115, 2 875.37,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  50, 2 733.51,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,*, 2 244.26,,,,,,
06,,,,MAS DE 1000 HASTA 2500 HA.,*,  40.00,,,,,,
06,006,,IXTLAHUACAN,,  718, 11 693.68,,,,,,
06,,,,HASTA    2 HA.,  116,  126.76,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  119,  393.82,,,,,,
06,,,,MAS DE    5 HASTA   20 HA.,  236, 2 670.53,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  178, 4 158.60,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  43, 1 946.14,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,  26, 2 397.84,,,,,,
06,007,,MANZANILLO,, 2 709, 45 399.34,,,,,,
06,,,,HASTA    2 HA.,  65,  111.20,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  199,  769.42,,,,,,
06,,,,MAS DE    5 HASTA   20 HA., 1 533, 17 289.95,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  767, 18 225.21,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  124, 4 229.56,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,  21, 4 774.00,,,,,,
06,008,,MINATITLAN,,  601, 13 590.82,,,,,,
06,,,,HASTA    2 HA.,  34,  43.51,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  48,  153.54,,,,,,
06,,,,MAS DE    5 HASTA   20 HA.,  252, 2 504.08,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  196, 5 493.73,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  35, 1 671.10,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,*, 3 629.88,,,,,,
06,,,,MAS DE 1000 HASTA 2500 HA.,*,  95.00,,,,,,
06,009,,TECOMAN,, 1 674, 39 597.88,,,,,,
06,,,,HASTA    2 HA.,  99,  145.53,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  175,  627.84,,,,,,
06,,,,MAS DE    5 HASTA   20 HA.,  968, 10 791.32,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  254, 8 187.70,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  115, 8 320.98,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,  62, 11 074.51,,,,,,
06,,,,MAS DE 1000 HASTA 2500 HA.,*,  450.00,,,,,,
06,010,,VILLA DE ALVAREZ,,  544, 9 685.68,,,,,,
06,,,,HASTA    2 HA.,  52,  67.80,,,,,,
06,,,,MAS DE    2 HASTA    5 HA.,  140,  454.16,,,,,,
06,,,,MAS DE    5 HASTA   20 HA.,  212, 1 935.79,,,,,,
06,,,,MAS DE   20 HASTA   50 HA.,  79, 1 697.53,,,,,,
06,,,,MAS DE   50 HASTA  100 HA.,  27, 1 514.91,,,,,,
06,,,,MAS DE  100 HASTA 1000 HA.,  34, 4 015.49,,,,,,
07,,CHIAPAS,,, 303 275,2 439 776.28,,,,,,
07,,,,HASTA    2 HA., 81 715, 99 275.92,,,,,,
07,,,,MAS DE    2 HASTA    5 HA., 70 948, 240 781.76,,,,,,
07,,,,MAS DE    5 HASTA   20 HA., 121 644,1 050 566.16,,,,,,
07,,,,MAS DE   20 HASTA   50 HA., 19 427, 359 801.97,,,,,,
07,,,,MAS DE   50 HASTA  100 HA., 5 163, 225 766.39,,,,,,
07,,,,MAS DE  100 HASTA 1000 HA., 4 343, 447 922.59,,,,,,
07,,,,MAS DE 1000 HASTA 2500 HA.,  32, 13 001.50,,,,,,
07,,,,MAS DE 2500 HA.,  3, 2 660.00,,,,,,
